CÔNG TY CỔ PHẦN DILIGO,,,,,,,,,,,,,,,,,,,,,,,
ĐT: (+84) 24 3795 5333 / 336,,,,,,,,,,,,,,,,,,,,,,,
"Đ/c: Tầng 2, Toà nhà N03T5, Khu Đoàn ngoại giao, Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
BÁO CÁO NHẬP XUẤT TỒN,,,,,,,,,,,,,,,,,,,,,,,
Từ ngày : 01/09/2025         đến ngày : 30/09/2025,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
STT,Mã kho,Tên kho,Mã hàng,Tên hàng,ĐVT,Tồn đầu kỳ,,,,Nhập trong kỳ,,,,,Xuất trong kỳ,,,,,Tồn cuối kỳ,,,
,,,,,,Số lượng,SL chẵn,SL lẻ,Giá trị,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị nhập,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị bán,Số lượng,SL chẵn,SL lẻ,Giá trị
8.9,Chính Anh KM,NPP Chính Anh - Thường Tín KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,148,0,148,"4,709,064",0,0,0,0,0,0,0,0,0,0,148,0,148,"4,709,064"
8.10,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000001,Bàn chải Lipzo Pro for Man,Cái,424,0,424,"9,814,752",0,0,0,0,0,0,0,0,0,0,424,0,424,"9,814,752"
8.11,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000002,Bàn chải Lipzo Crystal Love for Man,Cái,14,0,14,"226,856",0,0,0,0,0,0,0,0,0,0,14,0,14,"226,856"
8.12,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,46,0,46,"745,384",0,0,0,0,0,0,0,0,0,0,46,0,46,"745,384"
8.13,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000005,Bàn chải Lipzo Ruby sensi,Cái,153,0,153,"2,918,322",0,0,0,0,0,0,0,0,0,0,153,0,153,"2,918,322"
8.14,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000012,Bàn chải Lipzo Flex khay,Cái,73,0,73,"623,785",0,0,0,0,0,0,0,0,0,0,73,0,73,"623,785"
8.15,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,30,0,30,"834,540",0,0,0,0,0,0,0,0,0,0,30,0,30,"834,540"
8.16,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,138,0,138,"2,325,576",0,0,0,0,0,0,0,0,0,0,138,0,138,"2,325,576"
8.17,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000021,Bàn chải Lipzo Kids S2,Cái,12,0,12,"177,780",0,0,0,0,0,0,0,0,0,0,12,0,12,"177,780"
8.18,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000065,Bàn chải Maxcare,Cái,72,0,72,"1,197,792",0,0,0,0,0,0,0,0,0,0,72,0,72,"1,197,792"
8.19,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000078,Bàn chải Lipzo áo dài,Cái,68,0,68,"1,761,812",0,0,0,0,0,0,0,0,0,0,68,0,68,"1,761,812"
8.20,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000105,Bàn chải cao cấp Procare,Cái,455,0,455,"17,694,040",0,0,0,0,0,0,0,0,0,0,455,0,455,"17,694,040"
8.21,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000106,Bàn chải cao cấp Sensitive,Cái,462,0,462,"16,469,376",0,0,0,0,0,0,0,0,0,0,462,0,462,"16,469,376"
8.22,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000107,Bàn chải cao cấp Teen,Cái,450,0,450,"16,041,600",0,0,0,0,0,0,0,0,0,0,450,0,450,"16,041,600"
8.23,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000108,Bàn chải cao cấp Orthor,Cái,232,0,232,"7,518,424",0,0,0,0,0,0,0,0,0,0,232,0,232,"7,518,424"
8.24,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000153,Bàn chải cao cấp Pro,Cái,60,0,60,"1,833,300",0,0,0,0,0,0,0,0,0,0,60,0,60,"1,833,300"
8.25,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411000156,Bàn chải cao cấp Ruby Pro,Cái,36,0,36,"1,099,980",0,0,0,0,0,0,0,0,0,0,36,0,36,"1,099,980"
8.26,Chính Anh KM,NPP Chính Anh - Thường Tín KM,411100001,Kem đánh răng Shiny Clean 185g,Typ,20,0,20,"630,000",0,0,0,0,0,0,0,0,0,0,20,0,20,"630,000"
8.27,Chính Anh KM,NPP Chính Anh - Thường Tín KM,419800092,Bộ 2 bàn chải Crystal Love for Girl tặng 01 Crystal love for Girl,Bộ,21,0,21,"680,547",0,0,0,0,0,0,0,0,0,0,21,0,21,"680,547"
8.28,Chính Anh KM,NPP Chính Anh - Thường Tín KM,419800440,Bộ KĐR 12H rạng ngời 185g + Bàn chải Crystal Love for Girl-KM,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.29,Chính Anh KM,NPP Chính Anh - Thường Tín KM,419800441,Bộ KĐR 3 tác dụng 190g + Bàn chải Crystal Love for Girl-KM,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.30,Chính Anh KM,NPP Chính Anh - Thường Tín KM,421000002,Khăn mặt WJ2,Cái,8,0,8,"231,848",0,0,0,0,0,0,0,0,0,0,8,0,8,"231,848"
8.31,Chính Anh KM,NPP Chính Anh - Thường Tín KM,421000004,Khăn mặt WS1,Cái,72,0,72,"1,280,016",0,0,0,0,0,0,0,0,0,0,72,0,72,"1,280,016"
8.32,Chính Anh KM,NPP Chính Anh - Thường Tín KM,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,24,0,24,"610,920",0,0,0,0,0,0,0,0,0,0,24,0,24,"610,920"
8.33,Chính Anh KM,NPP Chính Anh - Thường Tín KM,421200003,Khăn ướt Niva 30 tờ,Gói,236,0,236,"1,523,380",0,0,0,0,0,0,0,0,0,0,236,0,236,"1,523,380"
8.34,Chính Anh KM,NPP Chính Anh - Thường Tín KM,421200010,Khăn ướt Niva Baby 80 tờ NB1,Gói,24,0,24,"472,224",0,0,0,0,0,0,0,0,0,0,24,0,24,"472,224"
8.35,Chính Anh KM,NPP Chính Anh - Thường Tín KM,422000016,Khẩu trang y tế 4 lớp hộp 50 cái,Hộp,14,0,14,"526,666",0,0,0,0,0,0,0,0,0,0,14,0,14,"526,666"
Tổng cộng:,,,,,,"3,697",0,"3,697","96,889,856",0,0,0,0,0,0,0,0,0,0,"3,697",0,"3,697","96,889,856"
9.1,54321,NPP Cẩm Phả,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.2,54321,NPP Cẩm Phả,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3,54321,NPP Cẩm Phả,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.4,54321,NPP Cẩm Phả,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,54321,NPP Cẩm Phả,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.6,54321,NPP Cẩm Phả,401200002,Bông viên YC2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7,54321,NPP Cẩm Phả,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.8,54321,NPP Cẩm Phả,411000001,Bàn chải Lipzo Pro for Man,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.9,54321,NPP Cẩm Phả,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.10,54321,NPP Cẩm Phả,411000012,Bàn chải Lipzo Flex khay,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.11,54321,NPP Cẩm Phả,411000013,Bàn chải Lipzo Flex vỉ,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.12,54321,NPP Cẩm Phả,411000014,Bàn chải Lipzo GPro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.13,54321,NPP Cẩm Phả,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.14,54321,NPP Cẩm Phả,411000019,Bàn chải Lipzo Crystal Kids,Cái,216,0,216,"3,640,032",0,0,0,0,0,0,0,0,0,0,216,0,216,"3,640,032"
9.15,54321,NPP Cẩm Phả,411000020,Bàn chải Lipzo Kids S1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.16,54321,NPP Cẩm Phả,411000021,Bàn chải Lipzo Kids S2,Cái,144,0,144,"2,133,360",0,0,0,0,0,0,0,0,0,0,144,0,144,"2,133,360"
9.17,54321,NPP Cẩm Phả,411000078,Bàn chải Lipzo áo dài,Cái,60,0,60,"1,554,540",0,0,0,0,0,0,0,0,0,0,60,0,60,"1,554,540"
9.18,54321,NPP Cẩm Phả,411000157,Bàn chải cao cấp Áo dài Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.19,54321,NPP Cẩm Phả,421000002,Khăn mặt WJ2,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.20,54321,NPP Cẩm Phả,421000004,Khăn mặt WS1,Cái,216,0,216,"3,840,048",0,0,0,0,0,0,0,0,0,0,216,0,216,"3,840,048"
9.21,54321,NPP Cẩm Phả,421000007,Khăn mặt WP2,Cái,72,0,72,"2,293,344",0,0,0,0,0,0,0,0,0,0,72,0,72,"2,293,344"
9.22,54321,NPP Cẩm Phả,421000008,Khăn lau đầu HP1,Cái,16,0,16,"887,408",0,0,0,0,0,0,0,0,0,0,16,0,16,"887,408"
Tổng cộng:,,,,,,724,0,724,"14,348,732",0,0,0,0,0,0,0,0,0,0,724,0,724,"14,348,732"
10.1,54321 KM,NPP Cẩm Phả KM,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,836,0,836,"5,418,116",0,0,0,0,0,0,0,0,0,0,836,0,836,"5,418,116"
10.2,54321 KM,NPP Cẩm Phả KM,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,"1,460",0,"1,460","16,192,860",0,0,0,0,0,0,0,0,0,0,"1,460",0,"1,460","16,192,860"
10.3,54321 KM,NPP Cẩm Phả KM,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,204,0,204,"3,777,876",0,0,0,0,0,0,0,0,0,0,204,0,204,"3,777,876"
10.4,54321 KM,NPP Cẩm Phả KM,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,75,0,75,"1,111,125",0,0,0,0,0,0,0,0,0,0,75,0,75,"1,111,125"
10.5,54321 KM,NPP Cẩm Phả KM,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,48,0,48,"999,984",0,0,0,0,0,0,0,0,0,0,48,0,48,"999,984"
10.6,54321 KM,NPP Cẩm Phả KM,401200002,Bông viên YC2,Túi,10,0,10,"71,430",0,0,0,0,0,0,0,0,0,0,10,0,10,"71,430"
10.7,54321 KM,NPP Cẩm Phả KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,75,0,75,"2,386,350",0,0,0,0,0,0,0,0,0,0,75,0,75,"2,386,350"
10.8,54321 KM,NPP Cẩm Phả KM,411000001,Bàn chải Lipzo Pro for Man,Cái,144,0,144,"3,333,312",0,0,0,0,0,0,0,0,0,0,144,0,144,"3,333,312"
10.9,54321 KM,NPP Cẩm Phả KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,168,0,168,"2,722,272",0,0,0,0,0,0,0,0,0,0,168,0,168,"2,722,272"
10.10,54321 KM,NPP Cẩm Phả KM,411000012,Bàn chải Lipzo Flex khay,Cái,24,0,24,"205,080",0,0,0,0,0,0,0,0,0,0,24,0,24,"205,080"
10.11,54321 KM,NPP Cẩm Phả KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,48,0,48,"808,896",0,0,0,0,0,0,0,0,0,0,48,0,48,"808,896"
10.12,54321 KM,NPP Cẩm Phả KM,411000021,Bàn chải Lipzo Kids S2,Cái,84,0,84,"1,244,460",0,0,0,0,0,0,0,0,0,0,84,0,84,"1,244,460"
10.13,54321 KM,NPP Cẩm Phả KM,411000065,Bàn chải Maxcare,Cái,147,0,147,"2,445,492",0,0,0,0,0,0,0,0,0,0,147,0,147,"2,445,492"
10.14,54321 KM,NPP Cẩm Phả KM,411000157,Bàn chải cao cấp Áo dài Pro,Cái,72,0,72,"2,366,640",0,0,0,0,0,0,0,0,0,0,72,0,72,"2,366,640"
10.15,54321 KM,NPP Cẩm Phả KM,421000004,Khăn mặt WS1,Cái,24,0,24,"426,672",0,0,0,0,0,0,0,0,0,0,24,0,24,"426,672"
Tổng cộng:,,,,,,"3,419",0,"3,419","43,510,565",0,0,0,0,0,0,0,0,0,0,"3,419",0,"3,419","43,510,565"
11.1,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.6,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.7,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.8,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.9,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401000059,Hũ xoay người lớn 200 que gỗ WO1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.10,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.11,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.12,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,401300012,Bông tẩy trang tròn 180 miếng CT4,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.13,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000001,Bàn chải Lipzo Pro for Man,Cái,288,0,288,"6,666,624",0,0,0,0,0,0,0,0,0,0,288,0,288,"6,666,624"
11.14,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,96,0,96,"1,555,584",0,0,0,0,0,0,0,0,0,0,96,0,96,"1,555,584"
11.15,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000005,Bàn chải Lipzo Ruby sensi,Cái,96,0,96,"1,831,104",0,0,0,0,0,0,0,0,0,0,96,0,96,"1,831,104"
11.16,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000012,Bàn chải Lipzo Flex khay,Cái,192,0,192,"1,640,640",0,0,0,0,0,0,0,0,0,0,192,0,192,"1,640,640"
11.17,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000019,Bàn chải Lipzo Crystal Kids,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.18,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000021,Bàn chải Lipzo Kids S2,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.19,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000102,Bàn chải Lipzo Kids S3,Cái,96,0,96,"2,728,896",0,0,0,0,0,0,0,0,0,0,96,0,96,"2,728,896"
11.20,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000105,Bàn chải cao cấp Procare,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.21,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000106,Bàn chải cao cấp Sensitive,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.22,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000107,Bàn chải cao cấp Teen,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.23,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000110,Bàn chải Kids Step1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.24,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411000157,Bàn chải cao cấp Áo dài Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.25,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411100001,Kem đánh răng Shiny Clean 185g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.26,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411100004,Kem đánh răng Gum protect 185g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.27,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.28,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.29,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,411100021,Kem đánh răng dược liệu 110g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.30,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,419800438,Mua kem đánh răng 12H rạng ngời 185g tặng bàn chải Lipzo Maxcare,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.31,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,419800439,Mua kem đánh răng 3 tác dụng  190 g tặng bàn chải Lipzo Maxcare,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,421000002,Khăn mặt WJ2,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,421000004,Khăn mặt WS1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,421000008,Khăn lau đầu HP1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.35,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,421000014,Khăn tắm BJ3,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36,NPP Danh Hiệu,NPP Danh Hiệu - Diễn Châu,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tổng cộng:,,,,,,768,0,768,"14,422,848",0,0,0,0,0,0,0,0,0,0,768,0,768,"14,422,848"
12.1,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.3,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,8,0,8,"148,152",0,0,0,0,0,0,0,0,0,0,8,0,8,"148,152"
12.4,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,12,0,12,"177,780",0,0,0,0,0,0,0,0,0,0,12,0,12,"177,780"
12.5,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.6,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.7,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.8,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,144,0,144,"3,933,360",0,0,0,0,0,0,0,0,0,0,144,0,144,"3,933,360"
12.9,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401000059,Hũ xoay người lớn 200 que gỗ WO1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.10,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,180,0,180,"5,727,240",0,0,0,0,0,0,0,0,0,0,180,0,180,"5,727,240"
12.11,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,36,0,36,"833,328",0,0,0,0,0,0,0,0,0,0,36,0,36,"833,328"
12.12,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,401300012,Bông tẩy trang tròn 180 miếng CT4,Túi,10,0,10,"351,850",0,0,0,0,0,0,0,0,0,0,10,0,10,"351,850"
12.13,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000001,Bàn chải Lipzo Pro for Man,Cái,456,0,456,"10,555,488",0,0,0,0,0,0,0,0,0,0,456,0,456,"10,555,488"
12.14,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,34,0,34,"550,936",0,0,0,0,0,0,0,0,0,0,34,0,34,"550,936"
12.15,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000005,Bàn chải Lipzo Ruby sensi,Cái,44,0,44,"839,256",0,0,0,0,0,0,0,0,0,0,44,0,44,"839,256"
12.16,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000012,Bàn chải Lipzo Flex khay,Cái,39,0,39,"333,255",0,0,0,0,0,0,0,0,0,0,39,0,39,"333,255"
12.17,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,36,0,36,"606,672",0,0,0,0,0,0,0,0,0,0,36,0,36,"606,672"
12.18,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000021,Bàn chải Lipzo Kids S2,Cái,150,0,150,"2,222,250",0,0,0,0,0,0,0,0,0,0,150,0,150,"2,222,250"
12.19,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000065,Bàn chải Maxcare,Cái,122,0,122,"2,029,592",0,0,0,0,0,0,0,0,0,0,122,0,122,"2,029,592"
12.20,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000102,Bàn chải Lipzo Kids S3,Cái,24,0,24,"682,224",0,0,0,0,0,0,0,0,0,0,24,0,24,"682,224"
12.21,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000105,Bàn chải cao cấp Procare,Cái,6,0,6,"233,328",0,0,0,0,0,0,0,0,0,0,6,0,6,"233,328"
12.22,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000106,Bàn chải cao cấp Sensitive,Cái,6,0,6,"213,888",0,0,0,0,0,0,0,0,0,0,6,0,6,"213,888"
12.23,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000107,Bàn chải cao cấp Teen,Cái,6,0,6,"213,888",0,0,0,0,0,0,0,0,0,0,6,0,6,"213,888"
12.24,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000110,Bàn chải Kids Step1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.25,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,411000157,Bàn chải cao cấp Áo dài Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.26,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,421000002,Khăn mặt WJ2,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.27,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,421000008,Khăn lau đầu HP1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.28,NPP Danh Hiệu KM,NPP Danh Hiệu - Diễn Châu KM,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tổng cộng:,,,,,,"1,313",0,"1,313","29,652,487",0,0,0,0,0,0,0,0,0,0,"1,313",0,"1,313","29,652,487"
13.1,NPP Diệp Yến Châu,NPP Diệp Yến Châu,401000001,Túi zipper người lớn 60 que nhựa AZ1,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.2,NPP Diệp Yến Châu,NPP Diệp Yến Châu,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
