CÔNG TY CỔ PHẦN DILIGO,,,,,,,,,,,,,,,,,,,,,,,
ĐT: (+84) 24 3795 5333 / 336,,,,,,,,,,,,,,,,,,,,,,,
"Đ/c: Tầng 2, Toà nhà N03T5, Khu Đoàn ngoại giao, Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
BÁO CÁO NHẬP XUẤT TỒN,,,,,,,,,,,,,,,,,,,,,,,
Từ ngày : 01/09/2025         đến ngày : 30/09/2025,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
STT,Mã kho,Tên kho,Mã hàng,Tên hàng,ĐVT,Tồn đầu kỳ,,,,Nhập trong kỳ,,,,,Xuất trong kỳ,,,,,Tồn cuối kỳ,,,
,,,,,,Số lượng,SL chẵn,SL lẻ,Giá trị,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị nhập,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị bán,Số lượng,SL chẵn,SL lẻ,Giá trị
151.38,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000107,Bàn chải cao cấp Teen,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.39,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000108,Bàn chải cao cấp Orthor,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.40,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000109,Bàn chải cao cấp Adam,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.41,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000110,Bàn chải Kids Step1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.42,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000153,Bàn chải cao cấp Pro,Cái,12,0,12,"366,660",0,0,0,0,0,0,0,0,0,0,12,0,12,"366,660"
151.43,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000154,Bàn chải cao cấp Max X,Cái,72,0,72,"2,366,640",0,0,0,0,0,0,0,0,0,0,72,0,72,"2,366,640"
151.44,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000155,Bàn chải cao cấp Man X,Cái,12,0,12,"394,440",0,0,0,0,0,0,0,0,0,0,12,0,12,"394,440"
151.45,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000156,Bàn chải cao cấp Ruby Pro,Cái,15,0,15,"458,325",0,0,0,0,0,0,0,0,0,0,15,0,15,"458,325"
151.46,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000157,Bàn chải cao cấp Áo dài Pro,Cái,"1,212",0,"1,212","39,838,440",0,0,0,0,0,0,0,0,0,0,"1,212",0,"1,212","39,838,440"
151.47,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100001,Kem đánh răng Shiny Clean 185g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.48,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100004,Kem đánh răng Gum protect 185g,Typ,99,0,99,"4,590,036",0,0,0,0,0,0,0,0,0,0,99,0,99,"4,590,036"
151.49,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100005,Kem đánh răng Gum protect 95g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.50,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100012,Kem đánh răng Shiny Clean 95g,Typ,15,0,15,"337,500",0,0,0,0,0,0,0,0,0,0,15,0,15,"337,500"
151.51,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.52,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.53,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100017,Kem đánh răng 12H rạng ngời 185g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.54,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100018,Kem đánh răng 3 tác dụng  190g,Typ,2,0,2,"50,000",0,0,0,0,0,0,0,0,0,0,2,0,2,"50,000"
151.55,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411100021,Kem đánh răng dược liệu 110g,Typ,36,0,36,"1,440,000",0,0,0,0,0,0,0,0,0,0,36,0,36,"1,440,000"
151.56,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,419800082,Bộ 2 bàn chải Ruby charcoal tặng 1 Ruby Charcoal,Bộ,56,0,56,"3,152,576",0,0,0,0,0,0,0,0,0,0,56,0,56,"3,152,576"
151.57,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,419800092,Bộ 2 bàn chải Crystal Love for Girl tặng 01 Crystal love for Girl,Bộ,793,0,793,"25,698,751",0,0,0,0,0,0,0,0,0,0,793,0,793,"25,698,751"
151.58,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,419800438,Mua kem đánh răng 12H rạng ngời 185g tặng bàn chải Lipzo Maxcare,Typ,54,0,54,"1,718,172",0,0,0,0,0,0,0,0,0,0,54,0,54,"1,718,172"
151.59,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,419800439,Mua kem đánh răng 3 tác dụng  190 g tặng bàn chải Lipzo Maxcare,Typ,12,0,12,"349,080",0,0,0,0,0,0,0,0,0,0,12,0,12,"349,080"
151.60,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,419800440,Bộ KĐR 12H rạng ngời 185g + Bàn chải Crystal Love for Girl-KM,Bộ,76,0,76,"2,418,168",0,0,0,0,0,0,0,0,0,0,76,0,76,"2,418,168"
151.61,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,419800441,Bộ KĐR 3 tác dụng 190g + Bàn chải Crystal Love for Girl-KM,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.62,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421000002,Khăn mặt WJ2,Cái,66,0,66,"1,912,746",0,0,0,0,0,0,0,0,0,0,66,0,66,"1,912,746"
151.63,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421000003,Khăn mặt WS4,Cái,134,0,134,"3,015,000",0,0,0,0,0,0,0,0,0,0,134,0,134,"3,015,000"
151.64,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421000004,Khăn mặt WS1,Cái,530,0,530,"9,422,340",0,0,0,0,0,0,0,0,0,0,530,0,530,"9,422,340"
151.65,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421000006,Khăn mặt WP1,Cái,390,0,390,"11,338,860",0,0,0,0,0,0,0,0,0,0,390,0,390,"11,338,860"
151.66,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421000007,Khăn mặt WP2,Cái,96,0,96,"3,057,792",0,0,0,0,0,0,0,0,0,0,96,0,96,"3,057,792"
151.67,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421000008,Khăn lau đầu HP1,Cái,12,0,12,"665,556",0,0,0,0,0,0,0,0,0,0,12,0,12,"665,556"
151.68,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421000026,Khăn mặt bông nở FP1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.69,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421000027,Khăn mặt sợi sồi FP2,Cái,142,0,142,"5,473,390",0,0,0,0,0,0,0,0,0,0,142,0,142,"5,473,390"
151.70,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,472,0,472,"12,014,760",0,0,0,0,0,0,0,0,0,0,472,0,472,"12,014,760"
151.71,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421200003,Khăn ướt Niva 30 tờ,Gói,243,0,243,"1,568,565",0,0,0,0,0,0,0,0,0,0,243,0,243,"1,568,565"
151.72,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421200005,Khăn cotton Niva đa năng 100 tờ,Hộp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.73,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421200006,Khăn ướt Niva 100 tờ,Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.74,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,421200010,Khăn ướt Niva Baby 80 tờ NB1,Gói,311,0,311,"6,119,236",0,0,0,0,0,0,0,0,0,0,311,0,311,"6,119,236"
151.75,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000001,Khẩu trang y tế hộp 20 cái,Hộp,100,0,100,"8,571,400",0,0,0,0,0,0,0,0,0,0,100,0,100,"8,571,400"
151.76,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000006,Khẩu trang Niva 3D người lớn hộp 10 cái,Hộp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.77,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000009,Khẩu trang Niva 3D trẻ em hộp 15 cái,Hộp,12,0,12,"409,092",0,0,0,0,0,0,0,0,0,0,12,0,12,"409,092"
151.78,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000015,Khẩu trang y tế 4 lớp 20 cái,Hộp,10,0,10,"150,480",0,0,0,0,0,0,0,0,0,0,10,0,10,"150,480"
151.79,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000016,Khẩu trang y tế 4 lớp hộp 50 cái,Hộp,195,0,195,"7,335,705",0,0,0,0,0,0,0,0,0,0,195,0,195,"7,335,705"
151.80,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000041,Khẩu trang N95 hộp 10 chiếc,Hộp,30,0,30,"1,028,580",0,0,0,0,0,0,0,0,0,0,30,0,30,"1,028,580"
151.81,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000054,Khẩu trang Niva 4D người lớn màu trắng 25pcs,Hộp,50,0,50,"1,704,500",0,0,0,0,0,0,0,0,0,0,50,0,50,"1,704,500"
151.82,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000055,Khẩu trang Niva 4D người lớn màu đen 25pcs,Hộp,11,0,11,"374,990",0,0,0,0,0,0,0,0,0,0,11,0,11,"374,990"
151.83,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000058,Khẩu trang Niva 4DK trẻ em in hình 25pcs,Hộp,35,0,35,"1,193,150",0,0,0,0,0,0,0,0,0,0,35,0,35,"1,193,150"
151.84,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,422000060,Khẩu trang niva 4DK trẻ em màu trắng 25pcs,Hộp,36,0,36,"1,227,240",0,0,0,0,0,0,0,0,0,0,36,0,36,"1,227,240"
Tổng cộng:,,,,,,"16,672",0,"16,672","336,812,940",0,0,0,0,0,0,0,0,0,0,"16,672",0,"16,672","336,812,940"
152.1,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000001,Túi zipper người lớn 60 que nhựa AZ1,Túi,24,0,24,"106,920",0,0,0,0,0,0,0,0,0,0,24,0,24,"106,920"
152.2,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,55,0,55,"356,455",0,0,0,0,0,0,0,0,0,0,55,0,55,"356,455"
152.3,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,512,0,512,"5,678,592",0,0,0,0,0,0,0,0,0,0,512,0,512,"5,678,592"
152.4,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000004,Hũ xoay người lớn 100 que nhựa AH1,Hũ,3,0,3,"36,390",0,0,0,0,0,0,0,0,0,0,3,0,3,"36,390"
152.5,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,551,0,551,"10,203,969",0,0,0,0,0,0,0,0,0,0,551,0,551,"10,203,969"
152.6,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,98,0,98,"1,451,870",0,0,0,0,0,0,0,0,0,0,98,0,98,"1,451,870"
152.7,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,6,0,6,"85,002",0,0,0,0,0,0,0,0,0,0,6,0,6,"85,002"
152.8,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,96,0,96,"2,426,688",0,0,0,0,0,0,0,0,0,0,96,0,96,"2,426,688"
152.9,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000025,Túi zipper người lớn 100 que giấy AZP2,Túi,1,0,1,"12,130",0,0,0,0,0,0,0,0,0,0,1,0,1,"12,130"
152.10,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,93,0,93,"1,937,469",0,0,0,0,0,0,0,0,0,0,93,0,93,"1,937,469"
152.11,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000031,Túi zipper trẻ em 200 que giấy BZP1,Túi,35,0,35,"793,975",0,0,0,0,0,0,0,0,0,0,35,0,35,"793,975"
152.12,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,12,0,12,"327,780",0,0,0,0,0,0,0,0,0,0,12,0,12,"327,780"
152.13,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401000059,Hũ xoay người lớn 200 que gỗ WO1,Hũ,96,0,96,"2,115,552",0,0,0,0,0,0,0,0,0,0,96,0,96,"2,115,552"
152.14,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401200002,Bông viên YC2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.15,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,680,0,680,"21,636,240",0,0,0,0,0,0,0,0,0,0,680,0,680,"21,636,240"
152.16,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,11,0,11,"254,628",0,0,0,0,0,0,0,0,0,0,11,0,11,"254,628"
152.17,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401300012,Bông tẩy trang tròn 180 miếng CT4,Túi,13,0,13,"457,405",0,0,0,0,0,0,0,0,0,0,13,0,13,"457,405"
152.18,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,401400001,Bông tẩm cồn 100pcs,Hộp,3,0,3,"52,083",0,0,0,0,0,0,0,0,0,0,3,0,3,"52,083"
152.19,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000001,Bàn chải Lipzo Pro for Man,Cái,"1,489",0,"1,489","34,467,372",0,0,0,0,0,0,0,0,0,0,"1,489",0,"1,489","34,467,372"
152.20,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000002,Bàn chải Lipzo Crystal Love for Man,Cái,112,0,112,"1,814,848",0,0,0,0,0,0,0,0,0,0,112,0,112,"1,814,848"
152.21,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,"1,689",0,"1,689","27,368,556",0,0,0,0,0,0,0,0,0,0,"1,689",0,"1,689","27,368,556"
152.22,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000005,Bàn chải Lipzo Ruby sensi,Cái,"3,031",0,"3,031","57,813,294",0,0,0,0,0,0,0,0,0,0,"3,031",0,"3,031","57,813,294"
152.23,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000007,Bàn chải Lipzo Wow 3 màu khay,Cái,33,0,33,"415,569",0,0,0,0,0,0,0,0,0,0,33,0,33,"415,569"
152.24,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000012,Bàn chải Lipzo Flex khay,Cái,"2,011",0,"2,011","17,183,995",0,0,0,0,0,0,0,0,0,0,"2,011",0,"2,011","17,183,995"
152.25,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000014,Bàn chải Lipzo GPro,Cái,36,0,36,"1,106,676",0,0,0,0,0,0,0,0,0,0,36,0,36,"1,106,676"
152.26,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,105,0,105,"2,920,890",0,0,0,0,0,0,0,0,0,0,105,0,105,"2,920,890"
152.27,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000017,Bàn chải Lipzo WOW Gold,Cái,1,0,1,"22,685",0,0,0,0,0,0,0,0,0,0,1,0,1,"22,685"
152.28,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000018,Bàn chải Lipzo WOW Charcoal,Cái,64,0,64,"1,451,840",0,0,0,0,0,0,0,0,0,0,64,0,64,"1,451,840"
152.29,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,606,0,606,"10,212,312",0,0,0,0,0,0,0,0,0,0,606,0,606,"10,212,312"
152.30,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000020,Bàn chải Lipzo Kids S1,Cái,55,0,55,"1,751,860",0,0,0,0,0,0,0,0,0,0,55,0,55,"1,751,860"
152.31,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000021,Bàn chải Lipzo Kids S2,Cái,846,0,846,"12,533,490",0,0,0,0,0,0,0,0,0,0,846,0,846,"12,533,490"
152.32,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000063,Bàn chải Lipzo Hello thường (khay cắm),Cái,-30,0,-30,"-193,650",0,0,0,0,0,0,0,0,0,0,-30,0,-30,"-193,650"
152.33,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000065,Bàn chải Maxcare,Cái,"1,273",0,"1,273","21,177,628",0,0,0,0,0,0,0,0,0,0,"1,273",0,"1,273","21,177,628"
152.34,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000066,Bàn chải Maxcare X,Cái,48,0,48,"933,840",0,0,0,0,0,0,0,0,0,0,48,0,48,"933,840"
152.35,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000078,Bàn chải Lipzo áo dài,Cái,153,0,153,"3,964,077",0,0,0,0,0,0,0,0,0,0,153,0,153,"3,964,077"
152.36,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000102,Bàn chải Lipzo Kids S3,Cái,88,0,88,"2,501,488",0,0,0,0,0,0,0,0,0,0,88,0,88,"2,501,488"
152.37,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000105,Bàn chải cao cấp Procare,Cái,194,0,194,"7,544,272",0,0,0,0,0,0,0,0,0,0,194,0,194,"7,544,272"
152.38,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000106,Bàn chải cao cấp Sensitive,Cái,"6,631",0,"6,631","236,381,888",0,0,0,0,0,0,0,0,0,0,"6,631",0,"6,631","236,381,888"
152.39,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000107,Bàn chải cao cấp Teen,Cái,"1,291",0,"1,291","46,021,568",0,0,0,0,0,0,0,0,0,0,"1,291",0,"1,291","46,021,568"
152.40,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000108,Bàn chải cao cấp Orthor,Cái,966,0,966,"31,305,162",0,0,0,0,0,0,0,0,0,0,966,0,966,"31,305,162"
152.41,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000109,Bàn chải cao cấp Adam,Cái,"1,633",0,"1,633","58,213,184",0,0,0,0,0,0,0,0,0,0,"1,633",0,"1,633","58,213,184"
152.42,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000110,Bàn chải Kids Step1,Cái,39,0,39,"1,011,075",0,0,0,0,0,0,0,0,0,0,39,0,39,"1,011,075"
152.43,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000153,Bàn chải cao cấp Pro,Cái,493,0,493,"15,063,615",0,0,0,0,0,0,0,0,0,0,493,0,493,"15,063,615"
152.44,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000154,Bàn chải cao cấp Max X,Cái,234,0,234,"7,691,580",0,0,0,0,0,0,0,0,0,0,234,0,234,"7,691,580"
152.45,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000155,Bàn chải cao cấp Man X,Cái,3,0,3,"98,610",0,0,0,0,0,0,0,0,0,0,3,0,3,"98,610"
152.46,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000156,Bàn chải cao cấp Ruby Pro,Cái,475,0,475,"14,513,625",0,0,0,0,0,0,0,0,0,0,475,0,475,"14,513,625"
152.47,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411000157,Bàn chải cao cấp Áo dài Pro,Cái,"1,943",0,"1,943","63,866,410",0,0,0,0,0,0,0,0,0,0,"1,943",0,"1,943","63,866,410"
152.48,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411100001,Kem đánh răng Shiny Clean 185g,Typ,-26,0,-26,"-819,000",0,0,0,0,0,0,0,0,0,0,-26,0,-26,"-819,000"
152.49,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411100004,Kem đánh răng Gum protect 185g,Typ,8,0,8,"370,912",0,0,0,0,0,0,0,0,0,0,8,0,8,"370,912"
152.50,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,14,0,14,"458,178",0,0,0,0,0,0,0,0,0,0,14,0,14,"458,178"
152.51,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,4,0,4,"132,000",0,0,0,0,0,0,0,0,0,0,4,0,4,"132,000"
152.52,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411100018,Kem đánh răng 3 tác dụng  190g,Typ,8,0,8,"200,000",0,0,0,0,0,0,0,0,0,0,8,0,8,"200,000"
152.53,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,411100021,Kem đánh răng dược liệu 110g,Typ,30,0,30,"1,200,000",0,0,0,0,0,0,0,0,0,0,30,0,30,"1,200,000"
152.54,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,419800082,Bộ 2 bàn chải Ruby charcoal tặng 1 Ruby Charcoal,Bộ,8,0,8,"450,368",0,0,0,0,0,0,0,0,0,0,8,0,8,"450,368"
152.55,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,419800092,Bộ 2 bàn chải Crystal Love for Girl tặng 01 Crystal love for Girl,Bộ,189,0,189,"6,124,923",0,0,0,0,0,0,0,0,0,0,189,0,189,"6,124,923"
152.56,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,419800440,Bộ KĐR 12H rạng ngời 185g + Bàn chải Crystal Love for Girl-KM,Bộ,8,0,8,"254,544",0,0,0,0,0,0,0,0,0,0,8,0,8,"254,544"
152.57,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,419800441,Bộ KĐR 3 tác dụng 190g + Bàn chải Crystal Love for Girl-KM,Bộ,27,0,27,"785,457",0,0,0,0,0,0,0,0,0,0,27,0,27,"785,457"
152.58,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421000002,Khăn mặt WJ2,Cái,1,0,1,"28,981",0,0,0,0,0,0,0,0,0,0,1,0,1,"28,981"
152.59,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421000003,Khăn mặt WS4,Cái,-30,0,-30,"-675,000",0,0,0,0,0,0,0,0,0,0,-30,0,-30,"-675,000"
152.60,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421000004,Khăn mặt WS1,Cái,227,0,227,"4,035,606",0,0,0,0,0,0,0,0,0,0,227,0,227,"4,035,606"
152.61,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421000006,Khăn mặt WP1,Cái,24,0,24,"697,776",0,0,0,0,0,0,0,0,0,0,24,0,24,"697,776"
152.62,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421000007,Khăn mặt WP2,Cái,12,0,12,"382,224",0,0,0,0,0,0,0,0,0,0,12,0,12,"382,224"
152.63,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421000026,Khăn mặt bông nở FP1,Cái,8,0,8,"282,184",0,0,0,0,0,0,0,0,0,0,8,0,8,"282,184"
152.64,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421000027,Khăn mặt sợi sồi FP2,Cái,203,0,203,"7,824,635",0,0,0,0,0,0,0,0,0,0,203,0,203,"7,824,635"
152.65,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,296,0,296,"7,534,680",0,0,0,0,0,0,0,0,0,0,296,0,296,"7,534,680"
152.66,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421200003,Khăn ướt Niva 30 tờ,Gói,90,0,90,"580,950",0,0,0,0,0,0,0,0,0,0,90,0,90,"580,950"
152.67,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421200005,Khăn cotton Niva đa năng 100 tờ,Hộp,6,0,6,"109,092",0,0,0,0,0,0,0,0,0,0,6,0,6,"109,092"
152.68,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421200006,Khăn ướt Niva 100 tờ,Gói,130,0,130,"3,900,000",0,0,0,0,0,0,0,0,0,0,130,0,130,"3,900,000"
152.69,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,421200010,Khăn ướt Niva Baby 80 tờ NB1,Gói,17,0,17,"334,492",0,0,0,0,0,0,0,0,0,0,17,0,17,"334,492"
152.70,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,422000006,Khẩu trang Niva 3D người lớn hộp 10 cái,Hộp,6,0,6,"136,362",0,0,0,0,0,0,0,0,0,0,6,0,6,"136,362"
152.71,Thanh Xuân Từ Liêm KM,Thanh Xuân Từ Liêm KM,422000009,Khẩu trang Niva 3D trẻ em hộp 15 cái,Hộp,6,0,6,"204,546",0,0,0,0,0,0,0,0,0,0,6,0,6,"204,546"
